Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1smWhsJo2kHCgloPqyCtMP,"Pensando en Alto","Pensando en Alto","Lemot",2024-06-07,165517,35,false,31dq4luwyyayzo77iyrpccbntziu,2025-02-16T19:58:51Z,"","BMG Rights Management and Administration (Spain) S.L.U",0.401,0.497,0,-6.85,1,0.062,0.0341,0,0.268,0.623,144.856,4
spotify:track:6PNqEMNR40qCmeyL4nqzyF,"Mi Madre Me Lo Dijo","Mi Madre Me Lo Dijo","Lemot",2023-04-14,155328,29,false,31dq4luwyyayzo77iyrpccbntziu,2025-02-16T19:58:51Z,"","BMG Rights Management and Administration (Spain) S.L.U",0.551,0.76,10,-4.004,1,0.0521,0.000268,0,0.233,0.809,155.123,4
spotify:track:3uChqw2x6AafWsyU5vCVga,"No Me Lo Creo Ni Yo","No Me Lo Creo Ni Yo","Lemot;Marmi",2023-01-20,170535,26,false,31dq4luwyyayzo77iyrpccbntziu,2025-02-16T19:58:51Z,"","BMG Rights Management and Administration (Spain) S.L.U",0.61,0.775,11,-3.907,1,0.0413,0.000101,0,0.0682,0.71,137.077,4
spotify:track:05EA167vJ8hfIuc1CDpddo,"Estaba Claro","Estaba Claro","Lemot;Maldita Nerea",2024-02-23,207351,28,false,31dq4luwyyayzo77iyrpccbntziu,2025-02-16T19:58:51Z,"","BMG Rights Management and Administration (Spain) S.L.U",0.667,0.757,11,-6.416,1,0.036,0.0508,0,0.126,0.396,139.939,4
spotify:track:1e1TeF5Xls8iqfobEjAjMQ,"Lo Que No Pude Besarte","ABRIMOS FUEGO","Lemot",2022-05-27,214558,17,false,31dq4luwyyayzo77iyrpccbntziu,2025-02-16T19:58:51Z,"","BMG Rights Management and Administration (Spain) S.L.U",0.556,0.702,3,-9.949,1,0.0428,0.0392,0,0.0901,0.443,104.982,4
spotify:track:3s7m5GgPH66FcSayJ4Wxt0,"F1","Pensando en Alto","Lemot",2024-11-08,147537,15,false,31dq4luwyyayzo77iyrpccbntziu,2025-02-16T19:58:51Z,"","BMG Rights Management and Administration (Spain) S.L.U",0.566,0.738,5,-4.313,1,0.0428,0.00391,0,0.214,0.826,154.854,4
spotify:track:4JRTfhfPiwaI9KAllO5CnM,"Abrimo Fuego (En Acústico)","Abrimos Fuego (En Acústico)","Lemot",2022-07-29,172034,10,false,31dq4luwyyayzo77iyrpccbntziu,2025-02-16T19:58:51Z,"","BMG Rights Management and Administration (Spain) S.L.U",0.679,0.254,9,-8.999,1,0.0333,0.847,0,0.0849,0.449,119.971,4
spotify:track:3uUM2uCOrXuSBBQ9l9khem,"Esto No Va De Ser Fuertes","Esto No Va De Ser Fuertes","Lemot",2022-10-21,197427,11,false,31dq4luwyyayzo77iyrpccbntziu,2025-02-16T19:58:51Z,"","BMG Rights Management and Administration (Spain) S.L.U",0.575,0.756,1,-3.74,1,0.0334,0.0002,0,0.0662,0.817,119.973,4
spotify:track:6Zi8I4VrqhUKe7n6tNZZRA,"Reírnos del Miedo","ABRIMOS FUEGO","Lemot",2022-05-27,232824,16,false,31dq4luwyyayzo77iyrpccbntziu,2025-02-16T19:58:51Z,"","BMG Rights Management and Administration (Spain) S.L.U",0.595,0.681,4,-9.745,1,0.0481,0.000329,0,0.0967,0.553,122.039,4
spotify:track:077NS0UV1Py8ejaJHCNZIN,"Vida (En Acústico)","Vida (En Acústico)","Lemot",2020-01-10,200418,8,false,31dq4luwyyayzo77iyrpccbntziu,2025-02-16T19:58:51Z,"","BMG Rights Management and Administration (Spain) S.L.U",0.861,0.451,0,-5.074,1,0.084,0.581,0,0.128,0.792,96.988,4
spotify:track:0xocymLfY45plZBlnlilcc,"Nuestro Error","ABRIMOS FUEGO","Lemot",2022-05-27,191595,13,false,31dq4luwyyayzo77iyrpccbntziu,2025-02-16T19:58:51Z,"","BMG Rights Management and Administration (Spain) S.L.U",0.419,0.503,6,-10.203,1,0.0321,0.00808,0,0.142,0.409,154.076,4
spotify:track:7uLYjFElv0gLfQEFEEHlBu,"Grita","ABRIMOS FUEGO","Lemot",2022-05-27,184980,10,false,31dq4luwyyayzo77iyrpccbntziu,2025-02-16T19:58:51Z,"","BMG Rights Management and Administration (Spain) S.L.U",0.583,0.89,3,-8.253,1,0.0413,0.000498,0,0.102,0.673,149.951,4
spotify:track:75RJs5XlAjmQglzQeiokmC,"Una Noche Cualquiera","ABRIMOS FUEGO","Lemot",2022-05-27,149090,10,false,31dq4luwyyayzo77iyrpccbntziu,2025-02-16T19:58:51Z,"","BMG Rights Management and Administration (Spain) S.L.U",0.695,0.48,7,-10.336,1,0.0465,0.0485,0,0.145,0.623,131.961,4
spotify:track:2dYOKHUDtgHVKIo84KZqM1,"Estamos Vivos","ABRIMOS FUEGO","Lemot",2022-05-27,201250,9,false,31dq4luwyyayzo77iyrpccbntziu,2025-02-16T19:58:51Z,"","BMG Rights Management and Administration (Spain) S.L.U",0.565,0.566,8,-8.382,1,0.0339,0.0376,0,0.0754,0.329,129.946,4
spotify:track:0sCEBHxuFcDoUsKZOS70nN,"Carta a Mi Depresión","Casi Nada","Subze",2023-07-14,378883,28,false,31dq4luwyyayzo77iyrpccbntziu,2025-03-05T18:25:08Z,"","Insert Coin Records",0.582,0.664,0,-9.713,0,0.748,0.72,0,0.105,0.353,97.114,4
spotify:track:2hTA4BMzufMczgVEhau2ZQ,"NO QUEDA NA","NO QUEDA NA","LI4M;Rorro",2025-02-28,142285,12,true,31dq4luwyyayzo77iyrpccbntziu,2025-03-09T19:11:07Z,"","LA SANTA",0.74,0.726,10,-4.949,0,0.119,0.19,0.000111,0.265,0.602,132.03,4
spotify:track:38ydHYk2vT3UNNxG5GbhJs,"Ya sé","Ya sé","Rorro",2025-03-27,186666,12,false,31dq4luwyyayzo77iyrpccbntziu,2025-04-05T16:18:44Z,"","Rorro.",0.557,0.48,0,-9.987,1,0.0355,0.621,0.00102,0.166,0.372,125.91,4
spotify:track:5hOp5ZsIgVk2bumSZvIyal,"Se apiaden de mi","Se apiaden de mi","Zarcort",2025-02-07,150444,18,false,31dq4luwyyayzo77iyrpccbntziu,2025-04-05T16:19:33Z,"rap de anime","ZARCORT",0.622,0.315,0,-13.275,0,0.0408,0.789,0.0000578,0.111,0.388,81.019,4
spotify:track:77WggxDcuDLYkkeA8T5Y50,"El Baúl de los Recuerdos","El Baúl de los Recuerdos","Dante",2025-04-24,170666,30,true,315xwwjruou5735a6tm2ijxcblyi,2025-04-24T17:24:07Z,"","Dante",0.771,0.67,8,-6.984,0,0.214,0.281,0,0.107,0.372,89.94,4
spotify:track:6IornTNsanbB83d53LMbgR,"Clean","Clean","Babi;Oktoba",2025-02-24,183529,45,false,31dq4luwyyayzo77iyrpccbntziu,2025-04-29T10:18:05Z,"","Babi",0.599,0.393,8,-6.818,0,0.285,0.817,0.000644,0.116,0.448,84.152,4
spotify:track:1oPosFffbz3w87Rl6rHzjt,"Tu Luz","Tu Luz","SAZZA",2025-02-21,122581,25,false,31dq4luwyyayzo77iyrpccbntziu,2025-04-29T10:22:17Z,"","Peripecia",0.605,0.695,11,-6.602,1,0.0432,0.475,0,0.0625,0.279,131.984,4
spotify:track:2uBtbQ7rCWzsjWaiT9hfjK,"No te vayas del todo (Nené)","Contradicción","Cepeda;SAZZA",2024-10-11,143018,25,false,31dq4luwyyayzo77iyrpccbntziu,2025-04-29T10:22:33Z,"","Cepeda",0.717,0.746,2,-5.24,1,0.0484,0.653,0.000013,0.162,0.542,143.909,4
spotify:track:7A1SmdLZvjOkmRcxiNCB28,"Paz para quién?","Paz para quién?","Piter-G",2025-04-03,160923,21,false,31dq4luwyyayzo77iyrpccbntziu,2025-04-29T10:26:16Z,"","Piter-G",0.692,0.713,6,-7.011,1,0.372,0.551,0,0.0996,0.759,91.957,4
spotify:track:0mrsZoloI4Puiz0SNpnNIS,"Fantasmas","Fantasmas","Asier Martí;Lluna",2024-08-30,174400,12,false,31dq4luwyyayzo77iyrpccbntziu,2025-04-29T10:27:48Z,"","Reclutados",0.496,0.696,2,-6.947,1,0.0593,0.224,0,0.0818,0.545,149.72,4
spotify:track:7GmJREWw4Vab0YmB7bjYBw,"Escrito en Lisboa","Escrito en Lisboa","Lu Decker",2024-12-13,174673,41,false,31dq4luwyyayzo77iyrpccbntziu,2025-04-29T11:33:35Z,"","WM Spain",0.624,0.462,5,-6.809,1,0.0405,0.31,0,0.191,0.303,139.327,4
spotify:track:27yeehZGo5QR5Y6hpUW7R5,"De otro color","De otro color","Lu Decker",2024-07-19,183167,30,false,31dq4luwyyayzo77iyrpccbntziu,2025-04-29T11:33:44Z,"","WM Spain",0.496,0.574,7,-5.708,1,0.0368,0.0513,0,0.247,0.475,81.721,4
spotify:track:35MJEB6N8dF0KzRp7Ov5JO,"Fran","Fran","Beret",2025-02-07,135020,39,false,31dq4luwyyayzo77iyrpccbntziu,2025-04-29T11:36:05Z,"","WM Spain",0.592,0.662,3,-7.335,1,0.558,0.44,0,0.109,0.12,173.902,4
spotify:track:2E5hji9Ajk2mNQCyJQuvYn,"Copiloto","Copiloto","Taïn",2025-03-14,206549,8,false,31dq4luwyyayzo77iyrpccbntziu,2025-04-29T11:42:26Z,"","Esmerarte",0.616,0.81,4,-3.586,1,0.0344,0.00833,0,0.115,0.554,127.046,4
spotify:track:6MN99WqYaUmIi32NpiuavN,"La voy a joder","Amor Subterráneo, Vol. 2","Taïn",2025-02-07,199764,12,true,31dq4luwyyayzo77iyrpccbntziu,2025-04-29T11:42:44Z,"","Esmerarte",0.34,0.904,5,-4.522,1,0.142,0.0652,0,0.0806,0.659,183.059,4
spotify:track:3k1wlTtRcUVJ60KsO8lF9V,"Mi Musa","Principios","Cepeda",2018-06-29,202426,24,false,31dq4luwyyayzo77iyrpccbntziu,2025-04-30T19:05:56Z,"","Universal Music Spain S.L.",0.544,0.482,1,-6.638,1,0.0359,0.749,0,0.0885,0.201,101.797,4
spotify:track:0GybWpq4j9FBlITMccTj78,"Aliento de cristal","Aliento de cristal","Cyclo;Zarcort",2025-05-02,168000,34,false,31dq4luwyyayzo77iyrpccbntziu,2025-05-03T14:04:29Z,"rap de anime","Cyclo Music",0.714,0.588,1,-8.982,0,0.051,0.338,0.00000402,0.443,0.166,125.96,4
spotify:track:4B2cOrRZkuoXJwxJuwbcUf,"A Deshoras - Live Session","No Certificada (Live Session)","Poncelam",2025-04-25,164498,8,false,31dq4luwyyayzo77iyrpccbntziu,2025-05-03T14:10:08Z,"","Propaganda pel Fet!",0.75,0.74,2,-3.538,0,0.0416,0.403,0,0.259,0.338,112.05,4
spotify:track:3kLCxQT0qJh3MuMq4VvHgE,"La Soledad del Artista","La Soledad del Artista","Subze;Lytos",2025-05-08,332000,26,true,315xwwjruou5735a6tm2ijxcblyi,2025-05-11T09:21:15Z,"","Miguel Subze",0.609,0.68,1,-6.186,1,0.336,0.0622,0,0.0946,0.245,84.816,4
spotify:track:058GdhHhZRvEKC9HyhJKNC,"6000 Millas","6000 Millas","ANA",2021-07-23,124524,25,false,31dq4luwyyayzo77iyrpccbntziu,2025-05-31T15:53:45Z,"","Leful",0.687,0.38,1,-12.805,0,0.0547,0.953,0.00000557,0.0914,0.858,110.031,4
spotify:track:7xos4aG6wgAIPAtVLeSznN,"Always Blue","Always Blue","Lucky Dog;Jon Klaasen",2024-05-03,136421,0,false,31dq4luwyyayzo77iyrpccbntziu,2025-06-18T23:07:57Z,"","Lucky Dog Music",0.706,0.74,4,-4.661,0,0.048,0.657,0,0.304,0.636,95.06,4
spotify:track:3XHCVulslZWBFVrEgipbky,"Casi todo el tiempo","Casi todo el tiempo","Yarea",2025-06-06,158070,14,false,315xwwjruou5735a6tm2ijxcblyi,2025-07-15T11:48:56Z,"","Acqustic",0.619,0.757,0,-6.706,1,0.0364,0.251,0,0.0859,0.648,125.022,1
spotify:track:59zRZ7eFYSXVjzu4W6fx86,"La Niña [2000]","La Niña [2000]","MERINO",2024-09-04,199451,0,false,315xwwjruou5735a6tm2ijxcblyi,2025-07-19T10:21:04Z,"","Altafonte Music under exclusive license from Hook Ediciones Musicales",0.569,0.696,10,-6.554,1,0.0633,0.217,0.0000571,0.648,0.28,104.267,4
spotify:track:4OA5fbBB4oKQd9aY1djWjh,"Ya no duele","Ya no duele","Dase Karim;Beltran",2018-03-12,240693,4,false,31dq4luwyyayzo77iyrpccbntziu,2026-02-28T14:37:02Z,"","Dase Kid",0.768,0.648,8,-7.598,0,0.266,0.289,0,0.104,0.31,111.024,4
spotify:track:4z6MVmtKKCf0Zl8x1EHoMO,"Borrate Los Sims","Borrate Los Sims","SDFanstack",2026-02-22,259880,0,false,31dq4luwyyayzo77iyrpccbntziu,2026-03-20T14:32:51Z,"","SDFanstack",0.689,0.579,0,-11.606,1,0.0548,0.0123,0,0.123,0.699,117.971,4
spotify:track:74u7hf96T8sOWsWZsjOMRI,"Dejadme en paz","Dejadme en paz","Owner DRT;PROD BY SWEET",2026-03-27,165631,31,false,31dq4luwyyayzo77iyrpccbntziu,2026-04-28T21:53:23Z,"","Owner DRT",0.47,0.942,8,-4.946,1,0.094,0.0483,0,0.108,0.744,90.537,4
spotify:track:5blmlkPhCeQZoO6O6mHEjO,"Imaginate","Imaginate","Santos 912;Franckvit;Ceaxe",2021-11-26,186480,43,false,31dq4luwyyayzo77iyrpccbntziu,2026-05-18T17:16:23Z,"","SpinHype",0.714,0.634,10,-9.026,1,0.16,0.773,0,0.0885,0.344,124.258,4
spotify:track:2kUJqrXmuDnQvZkt1eBaEO,"Más que amigos","Más que amigos","Brock Ansiolitiko",2019-05-31,243403,40,false,31dq4luwyyayzo77iyrpccbntziu,2026-07-11T13:32:40Z,"","La Cupula Music",0.599,0.46,10,-15.674,1,0.224,0.637,0.0645,0.114,0.0363,104.736,4
spotify:track:71u9eMWmC4FlXpWsVwDGyg,"supongo que pasará","supongo que pasará","cler",2023-03-01,169080,8,false,31dq4luwyyayzo77iyrpccbntziu,2026-07-11T13:32:48Z,"","Cler Music",0.642,0.336,0,-11.811,1,0.0435,0.523,0.000131,0.18,0.212,125.193,4
spotify:track:7bAUfE6LqgJEK9kGPsZaXN,"No voy a caer","No voy a caer","Carlos Maestro",2026-05-29,171974,43,false,31dq4luwyyayzo77iyrpccbntziu,2026-07-11T13:32:52Z,"","Phoenix Studios Barcelona",0.604,0.938,1,-2.942,0,0.103,0.000281,0,0.0697,0.729,157.023,4
spotify:track:1LOOXwYb1TxdRYLf7bE1af,"TENGO MIEDO","TENGO MIEDO","JMD.420;Forest Keed",2026-05-14,139842,47,true,31dq4luwyyayzo77iyrpccbntziu,2026-07-11T13:34:37Z,"","JMD.420",0.486,0.716,6,-7.425,1,0.296,0.209,0,0.0826,0.38,87.007,3
spotify:track:7l6r8RuVKIWo4quhQ6oVOe,"CUANDO EL RESTO TE FALTE","CUANDO EL RESTO TE FALTE","Ceaxe",2021-08-23,133120,36,false,31dq4luwyyayzo77iyrpccbntziu,2026-07-11T13:35:28Z,"","SpinHype",0.904,0.524,1,-9.479,0,0.203,0.786,0.000101,0.144,0.155,125.112,4
spotify:track:1DZtMYTLD26RcE1KRmwFke,"Otra noche","Otra noche","Owner DRT;PROD BY SWEET",2025-08-15,130429,33,false,31dq4luwyyayzo77iyrpccbntziu,2026-07-11T13:35:40Z,"","Owner DRT",0.543,0.907,1,-6.388,1,0.0823,0.0375,0,0.311,0.535,90.034,4
spotify:track:6yVjvVlfD4YRAEyYKW6ASH,"Corazón daltónico","Maravilloso error","Brock Ansiolitiko;AMBKOR",2017-03-27,220114,34,false,31dq4luwyyayzo77iyrpccbntziu,2026-07-24T19:53:48Z,"","La Cupula Music",0.665,0.692,5,-7.436,0,0.107,0.422,0,0.0919,0.0842,89.992,4
spotify:track:5M438OF15WsBdiejhluktH,"Espinita - Remix","Yo Contra Mí 10/20","MARASMO;Beret",2026-05-22,158444,51,false,31dq4luwyyayzo77iyrpccbntziu,2026-08-07T17:51:06Z,"","MARASMO",0.673,0.419,5,-6.982,1,0.0288,0.408,0,0.113,0.498,134.794,4
spotify:track:13GOFtgO585Y7Tzmsnlv9C,"Acuérdate","Acuérdate","ANA",2021-03-22,169613,27,false,31dq4luwyyayzo77iyrpccbntziu,2026-08-10T20:13:06Z,"","Leful",0.592,0.478,9,-11.914,1,0.061,0.768,0,0.151,0.83,107.262,4
spotify:track:4AQHurhfa19bk1iVsgwJKK,"Acuérdate (Pt 2.)","Acuérdate (Pt 2.)","ANA",2024-11-01,191888,3,false,31dq4luwyyayzo77iyrpccbntziu,2026-08-10T20:13:44Z,"","ANA",0.467,0.323,2,-17.063,1,0.0766,0.988,0.534,0.103,0.293,95.978,4
spotify:track:3GGOZkzkTOkkNamq9GziJn,"miedo","Dentro de un Recuerdo","ANA",2025-06-20,171734,4,false,31dq4luwyyayzo77iyrpccbntziu,2026-08-10T20:13:49Z,"","ANA",0.521,0.642,8,-10.185,1,0.111,0.915,0.000159,0.108,0.175,115.91,4
spotify:track:69HGqMefxMQoaZQ2bMC4AS,"alguna vez","Dentro de un Recuerdo","ANA",2025-06-20,158452,3,false,31dq4luwyyayzo77iyrpccbntziu,2026-08-10T20:13:56Z,"","ANA",0.605,0.425,5,-14.885,0,0.0616,0.953,0.108,0.125,0.851,102.853,4
spotify:track:6gVc9ODMVaPjEGjUDkoLzy,"efimero","Dentro de un Recuerdo","ANA",2025-06-20,167646,3,false,31dq4luwyyayzo77iyrpccbntziu,2026-08-10T20:14:01Z,"","ANA",0.49,0.506,7,-9.762,0,0.0682,0.85,0.000927,0.132,0.429,104.966,5
spotify:track:3QH4aE7NCUjy38NtgtVTjf,"besos al cielo","Dentro de un Recuerdo","ANA",2025-06-20,187710,2,false,31dq4luwyyayzo77iyrpccbntziu,2026-08-10T20:14:06Z,"","ANA",0.705,0.432,8,-11.833,1,0.0399,0.932,0.000709,0.118,0.686,113.038,4
spotify:track:2St1f2DPteauEWIvlJ6tQ8,"ya no crecen flores","Dentro de un Recuerdo","ANA",2025-06-20,123785,2,false,31dq4luwyyayzo77iyrpccbntziu,2026-08-10T20:14:25Z,"","ANA",0.583,0.276,1,-17.517,1,0.0778,0.97,0.812,0.0905,0.833,143.623,4
spotify:track:3jWHRJR4PZQ82aPfvUGN2C,"Inolvidable","Inolvidable","ANA",2021-01-21,182886,19,false,31dq4luwyyayzo77iyrpccbntziu,2026-08-10T20:14:34Z,"","Leful",0.551,0.619,1,-11.025,1,0.104,0.892,0.031,0.11,0.227,123.865,4
spotify:track:4WENg1XF2nzoaP8cWbfLNQ,"Tiempo al Tiempo","Tiempo al Tiempo","ANA",2021-04-27,192000,4,false,31dq4luwyyayzo77iyrpccbntziu,2026-08-10T20:14:38Z,"","Leful",0.743,0.533,11,-9.359,0,0.0553,0.941,0.387,0.11,0.465,119.787,4
spotify:track:7jOfza5OXWyZ8KiHydNiAn,"Veintitrés","Veintitrés","ANA",2020-07-18,136645,26,false,31dq4luwyyayzo77iyrpccbntziu,2026-08-10T20:32:19Z,"","Leful",0.726,0.573,8,-11.666,1,0.239,0.858,0,0.134,0.159,116.739,4
spotify:track:5lsjzMTRVRGM0Ii6yjPs20,"Todo Tiene Un Fin...","Todo Tiene Un Fin...","ANA",2022-06-24,201230,19,false,31dq4luwyyayzo77iyrpccbntziu,2026-08-10T20:32:24Z,"","Leful",0.693,0.336,7,-11.482,1,0.1,0.872,0,0.0819,0.807,79.768,4
spotify:track:6PZDodrOGSwTAKAYL0tsU0,"Pregunta y respuesta","Anatomía del sentimiento","Brock Ansiolitiko;Clara",2018-03-09,204000,52,false,31dq4luwyyayzo77iyrpccbntziu,2026-08-21T23:16:37Z,"electro swing,swing","La Cupula Music",0.635,0.29,7,-18.782,0,0.094,0.673,0.0777,0.111,0.0399,124.011,4
spotify:track:1IyWpxdQ3jQRzIuKEk1Q96,"Mejor enemigo","Anatomía del sentimiento","Brock Ansiolitiko;Dante",2018-03-09,168232,30,false,31dq4luwyyayzo77iyrpccbntziu,2026-09-05T22:02:38Z,"","La Cupula Music",0.747,0.758,7,-7.672,1,0.295,0.756,0,0.248,0.656,94.938,4
spotify:track:2wCshHkIlUq5aCuIz3RTe1,"MALA AMIGA","MALA AMIGA","cler",2025-08-13,188933,4,false,31dq4luwyyayzo77iyrpccbntziu,2026-09-05T22:02:49Z,"","Cler Music",0.765,0.439,8,-9.709,1,0.0521,0.243,0.000466,0.123,0.0749,100.009,4
spotify:track:2NWskcKqcLeq1UTvyPQ5AX,"fucking vaga","fucking vaga","cler",2022-08-12,171089,3,false,31dq4luwyyayzo77iyrpccbntziu,2026-09-05T22:03:01Z,"","Cler Music",0.774,0.611,7,-7.263,1,0.0647,0.217,0.0001,0.134,0.292,101.022,4
spotify:track:3wQ9cpxU579swpRzgkmxeu,"Harto","Harto","Owner DRT;PROD BY SWEET",2026-07-24,122181,35,false,31dq4luwyyayzo77iyrpccbntziu,2026-09-05T22:03:09Z,"","Owner DRT",0.632,0.843,8,-7.555,1,0.0579,0.0926,0,0.336,0.658,164.915,4
spotify:track:6vwljQYOYph3XDEoh0wk2Q,"Renfe","Hensito","Hens",2021-05-21,182439,38,false,31dq4luwyyayzo77iyrpccbntziu,2026-09-05T22:03:15Z,"","Sony Music Entertainment",0.622,0.821,2,-5.094,1,0.0377,0.333,0,0.0642,0.274,123.095,4
spotify:track:1pi0lh1zCQkCB3J2vPkR5e,"Hasta Siempre","Hasta Siempre","ANA",2023-01-27,154504,3,false,31dq4luwyyayzo77iyrpccbntziu,2026-09-06T10:07:29Z,"","ANA",0.457,0.702,1,-10.323,1,0.0551,0.861,0.000818,0.143,0.879,82.996,3
